# ion_class=K, nodes=619, copies_total=2048
node_id,name,ion_class,copies,unique_ids
120,123815_Kaxon-ID-1,K,5,123815_Kaxon-ID-1;151126_Kaxon-ID-1;181967_Kaxon-ID-1;157157_Kaxon-ID-1;256388_Kaxon-ID-1
123,123815_ichan2-ID-1,K,5,123815_ichan2-ID-1;151126_ichan2-ID-1;181967_ichan2-ID-1;157157_ichan2-ID-1;256388_ichan2-ID-1
128,123815_Kdend-ID-1,K,5,123815_Kdend-ID-1;151126_Kdend-ID-1;181967_Kdend-ID-1;157157_Kdend-ID-1;256388_Kdend-ID-1
132,20212_hha2-ID-1,K,6,20212_hha2-ID-1;123815_hha2-ID-1;144490_hha2-ID-2;181967_hha2-ID-1;206244_hha2-ID-1;157157_hha2-ID-1
133,20212_hha_old-ID-1,K,8,20212_hha_old-ID-1;123815_hha_old-ID-1;144490_hha_old-ID-2;206244_hha_old-ID-1;157157_hha_old-ID-1;181967_hha_old-ID-1;246546_hha_old-ID-1;256311_hha_old-ID-1
137,20212_kaprox-ID-1,K,5,20212_kaprox-ID-1;144490_kaprox-ID-2;157157_kaprox-ID-1;206244_kaprox-ID-1;267176_kaprox-ID-1
142,123815_Ksoma-ID-1,K,5,123815_Ksoma-ID-1;151126_Ksoma-ID-1;157157_Ksoma-ID-1;181967_Ksoma-ID-1;256388_Ksoma-ID-1
144,20212_kadist-ID-1,K,4,20212_kadist-ID-1;144490_kadist-ID-2;157157_kadist-ID-1;206244_kadist-ID-1
166,3810_AXNODE-ID-1,K,14,3810_AXNODE-ID-1;263988_AXNODE-ID-5;263988_AXNODE-ID-8;263988_AXNODE-ID-6;263988_AXNODE-ID-7;263988_AXNODE-ID-3;263988_AXNODE-ID-2;263988_AXNODE-ID-4;263988_AXNODE-ID-9;263988_AXNODE-ID-11;263988_AXNODE-ID-1;263988_AXNODE-ID-12;263988_AXNODE-ID-10;267618_AXNODE-ID-1
180,222321_km-ID-1,K,1,222321_km-ID-1
185,222321_ikdrd-ID-1,K,1,222321_ikdrd-ID-1
186,222321_ikdrs-ID-1,K,1,222321_ikdrs-ID-1
191,222321_pkdrs-ID-1,K,1,222321_pkdrs-ID-1
192,222321_pkdrd-ID-1,K,1,222321_pkdrd-ID-1
200,95870_Kx-ID-1,K,3,95870_Kx-ID-1;64228_Kx-ID-1;267646_Rod_Kx-ID-1
207,95870_Kv-ID-1,K,3,95870_Kv-ID-1;64216_Kv-ID-1;267646_Rod_Kv-ID-1
235,62285_KDR-ID-1,K,2,62285_KDR-ID-1;62284_KDR-ID-1
236,62284_KDRI-ID-1,K,2,62284_KDRI-ID-1;62285_KDRI-ID-1
237,62285_B_DR-ID-1,K,2,62285_B_DR-ID-1;62284_B_DR-ID-1
238,62284_B_A-ID-1,K,2,62284_B_A-ID-1;62285_B_A-ID-1
243,229585_Kv11-ID-1,K,9,229585_Kv11-ID-1;239421_Kv11-ID-1;265584_Kv11-ID-4;265584_Kv11-ID-3;266806_Kv11-ID-1;266806_Kv11-ID-2;265584_Kv11-ID-1;265584_Kv11-ID-2;267189_Kv11-ID-1
247,116835_GRC_KM-ID-1,K,11,116835_GRC_KM-ID-1;139883_GRC_KM-ID-1;139656_GRC_KM-ID-1;206267_GRC_KM-ID-1;265584_GRC_KM-ID-1;265584_GRC_KM-ID-3;265584_GRC_KM-ID-4;266806_GRC_KM-ID-1;266806_GRC_KM-ID-2;265584_GRC_KM-ID-2;267189_GRC_KM-ID-1
249,229585_Kv43-ID-1,K,9,229585_Kv43-ID-1;239421_Kv43-ID-1;265584_Kv43-ID-3;265584_Kv43-ID-2;265584_Kv43-ID-4;266806_Kv43-ID-2;265584_Kv43-ID-1;266806_Kv43-ID-1;267189_Kv43-ID-1
253,229585_Kv34-ID-1,K,9,229585_Kv34-ID-1;239421_Kv34-ID-1;265584_Kv34-ID-1;266806_Kv34-ID-1;266806_Kv34-ID-2;265584_Kv34-ID-2;265584_Kv34-ID-4;265584_Kv34-ID-3;267189_Kv34-ID-1
263,230811_iks_in-ID-1,K,1,230811_iks_in-ID-1
273,144089_kdrD-ID-1,K,2,144089_kdrD-ID-1;230811_kdrD-ID-1
281,144089_kd-ID-1,K,2,144089_kd-ID-1;230811_kd-ID-1
283,144450_kadist-ID-1,K,3,144450_kadist-ID-1;144089_kadist-ID-1;230811_kadist-ID-1
289,2796_kaprox-ID-1,K,55,2796_kaprox-ID-1;3167_kaprox-ID-1;7386_kaprox-ID-1;9769_kaprox-ID-1;19696_kaprox-ID-1;44050_kaprox-ID-1;32992_kaprox-ID-1;55035_kaprox-ID-1;64195_ka-ID-1;97874_kaprox-ID-1;71312_kaprox-ID-1;106551_kaprox-ID-1;112546_kaprox-ID-1;119283_kaprox-ID-1;87535_kaprox-ID-1;117207_kaprox-ID-1;118986_kaprox-ID-1;124043_kap-ID-1;121259_kaprox-ID-1;87284_kaprox-ID-1;126776_kaprox-ID-1;144392_kaprox-ID-1;138205_kaprox-ID-1;144976_kaprox-ID-1;146376_kaprox-ID-1;145672_migliore_kaprox-ID-1;148094_kaprox-ID-1;148644_kaprox-ID-1;146509_kaprox-ID-1;150551_kaprox-ID-1;150288_kaprox-ID-1;144589_kaprox-ID-1;151482_kaprox-ID-1;154732_kaprox-ID-1;151731_kaprox-ID-1;170030_kaprox-ID-1;157339_kaprox-ID-1;148646_kaprox-ID-1;206378_kaprox-ID-1;190559_kaprox-ID-1;223962_kaprox-ID-1;187603_kap-ID-1;234241_kap-ID-1;244688_kaprox-ID-1;244848_kaprox-ID-1;244412_kaprox-ID-1;245417_kaprox-ID-1;257027_kaprox-ID-1;266851_kaprox-ID-2;266851_kaprox-ID-1;267742_kaprox-ID-1;267686_kaprox-ID-1;249705_kaprox-ID-1;267307_kaprox-ID-1;266901_kaprox-ID-1
290,2796_kdrca1-ID-1,K,51,2796_kdrca1-ID-1;3167_kdrca1-ID-1;9769_kdrca1-ID-1;7386_kdrca1-ID-1;19696_kdrca1-ID-1;32992_kdrca1-ID-1;55035_kdrca1-ID-1;64212_kdr-ID-1;71312_kdrca1-ID-1;87535_kdrca1-ID-1;112546_kdrca1-ID-1;119283_kdrca1-ID-1;106551_kdrca1-ID-1;121259_kdrca1-ID-1;118986_kdrca1-ID-1;147538_kdrca1-ID-1;87284_kdrca1-ID-1;126776_kdrca1-ID-1;144392_kdrca1-ID-1;138205_kdrca1-ID-1;144976_kdrca1-ID-1;143719_kdr-ID-1;146376_kdrca1-ID-1;145672_migliore_kdrca1-ID-1;148094_kdrca1-ID-1;150288_kdrca1-ID-1;148644_kdrca1-ID-1;147757_kdr-ID-1;150551_kdrca1-ID-1;146509_kdrca1-ID-1;144589_kdrca1-ID-1;151731_kdrca1-ID-1;154732_kdrca1-ID-1;157339_kdrca1-ID-1;148646_kdrca1-ID-1;206378_kdrca1-ID-1;170030_kdrca1-ID-1;223962_kdrca1-ID-1;187603_kdrca1-ID-1;190559_kdrca1-ID-1;234241_kdrca1-ID-1;244688_kdrca1-ID-1;244848_kdrca1-ID-1;244412_kdrca1-ID-1;245417_kdrca1-ID-1;257027_kdrca1-ID-1;185864_kdrca1-ID-1;267686_kdrca1-ID-1;267742_kdrca1-ID-1;267307_kdrca1-ID-1;266901_kdrca1-ID-1
292,2796_kadist-ID-1,K,44,2796_kadist-ID-1;9769_kadist-ID-1;7386_kadist-ID-1;44050_kadist-ID-1;32992_kadist-ID-1;55035_kadist-ID-1;71312_kadist-ID-1;97874_kadist-ID-1;87535_kadist-ID-1;112546_kadist-ID-1;119283_kadist-ID-1;106551_kadist-ID-1;118986_kadist-ID-1;137259_kadist-ID-1;147538_kadist-ID-1;126776_kadist-ID-1;138205_kadist-ID-1;144392_kadist-ID-1;146376_kadist-ID-1;144976_kadist-ID-1;146509_kadist-ID-1;150551_kadist-ID-1;144589_kadist-ID-1;148644_kadist-ID-1;150288_kadist-ID-1;148094_kadist-ID-1;154732_kadist-ID-1;151482_kadist-ID-1;151731_kadist-ID-1;157339_kadist-ID-1;148646_kadist-ID-1;206378_kadist-ID-1;170030_kadist-ID-1;223962_kadist-ID-1;190559_kadist-ID-1;223649_kadist-ID-1;244848_kadist-ID-1;244688_kadist-ID-1;244412_kadist-ID-1;257027_kadist-ID-1;267742_kad-ID-1;267686_kadist-ID-1;267307_kadist-ID-1;266901_kad-ID-1
295,222716_kdr-ID-1,K,2,222716_kdr-ID-1;222726_kdrca1-ID-1
296,222716_kaprox-ID-1,K,2,222716_kaprox-ID-1;222726_kaprox-ID-1
301,222716_kadist-ID-1,K,2,222716_kadist-ID-1;222726_kadist-ID-1
314,80769_Kv4-ID-1,K,1,80769_Kv4-ID-1
316,80769_Kv1-ID-1,K,6,80769_Kv1-ID-1;249404_Kv1-ID-1;136715_Kv1-ID-1;267599_kv1-ID-2;267599_kv1-ID-1;267140_kv1-ID-1
320,80769_Kbin-ID-1,K,1,80769_Kbin-ID-1
330,151460_KDR-ID-1,K,1,151460_KDR-ID-1
334,151460_PARAK75-ID-1,K,1,151460_PARAK75-ID-1
336,151460_AXNODE75-ID-1,K,1,151460_AXNODE75-ID-1
338,151460_Kv31-ID-1,K,1,151460_Kv31-ID-1
341,64229_ichan2-ID-1,K,3,64229_ichan2-ID-1;124291_ichan2-ID-2;124291_ichan2-ID-1
342,124291_kaprox-ID-1,K,1,124291_kaprox-ID-1
343,124291_kdrca1-ID-1,K,1,124291_kdrca1-ID-1
345,124291_kdr-ID-1,K,1,124291_kdr-ID-1
349,135787_km-ID-1,K,12,135787_km-ID-1;64195_km-ID-1;113732_km-ID-1;144372_km-ID-1;136803_km-ID-1;140828_km-ID-1;141273_km-ID-1;147514_km-ID-1;143604_km-ID-1;151685_km-ID-1;150538_km-ID-1;225075_km-ID-1
352,135787_ia-ID-1,K,2,135787_ia-ID-1;135839_ia-ID-1
361,3808_im-ID-1,K,5,3808_im-ID-1;135787_im-ID-1;135839_im-ID-1;144372_im-ID-1;143604_im-ID-1
362,135787_kv-ID-1,K,13,135787_kv-ID-1;64195_kv-ID-1;108458_Kv-ID-1;144372_kv-ID-1;136715_kv-ID-1;249404_kv-ID-1;140828_kv-ID-1;141273_kv-ID-1;147514_kv-ID-1;143604_kv-ID-1;150538_kv-ID-1;168148_kv-ID-1;225075_kv-ID-1
375,151458_kir-ID-1,K,1,151458_kir-ID-1
379,112834_krp-ID-1,K,5,112834_krp-ID-1;126640_krp-ID-1;150284_krp-ID-1;151458_krp-ID-1;236310_krp-ID-1
385,112834_kaf-ID-1,K,4,112834_kaf-ID-1;126640_kaf-ID-1;150284_kaf-ID-1;151458_kaf-ID-1
386,112834_kas-ID-1,K,4,112834_kas-ID-1;126640_kas-ID-1;150284_kas-ID-1;151458_kas-ID-1
396,151404_hh3k-ID-1,K,2,151404_hh3k-ID-1;167694_hh3k-ID-1
438,143671_kdrRL-ID-1,K,5,143671_kdrRL-ID-1;183949_kdrRL-ID-1;217882_kdrRL-ID-1;239582_kdrRL-ID-1;267176_kdrRL-ID-1
440,97917_km-ID-1,K,4,97917_km-ID-1;144401_km-ID-1;144579_km-ID-1;244262_km-ID-1
453,97917_kdr-ID-1,K,4,97917_kdr-ID-1;144401_kdr-ID-1;144579_kdr-ID-1;244262_kdr-ID-1
460,97917_ka_ib-ID-1,K,3,97917_ka_ib-ID-1;144579_ka_ib-ID-1;244262_ka_ib-ID-1
462,97917_kdr_fs-ID-1,K,3,97917_kdr_fs-ID-1;144579_kdr_fs-ID-1;244262_kdr_fs-ID-1
469,97917_k2-ID-1,K,4,97917_k2-ID-1;136309_k2_Traub-ID-1;144579_k2-ID-1;244262_k2-ID-1
470,97917_ka-ID-1,K,5,97917_ka-ID-1;144401_ka-ID-1;136309_ka_Traub-ID-1;144579_ka-ID-1;244262_ka-ID-1
480,51781_ichan2-ID-1,K,7,51781_ichan2-ID-1;124513_ichan2-ID-1;97917_ichan2-ID-1;155602_ichan2-ID-1;155601_ichan2-ID-1;155568_ichan2-ID-1;267509_ichan2-ID-1
485,144541_km-ID-1,K,1,144541_km-ID-1
489,144541_kaprox-ID-1,K,1,144541_kaprox-ID-1
490,144541_kdrca1-ID-1,K,1,144541_kdrca1-ID-1
491,144541_kadist-ID-1,K,1,144541_kadist-ID-1
497,82849_kdr-ID-1,K,5,82849_kdr-ID-1;155057_kdr-ID-1;168310_kdr-ID-1;237595_kdr-ID-1;237595_kdr-ID-2
519,113446_kdrglia-ID-1,K,3,113446_kdrglia-ID-1;243508_kdrglia-ID-1;243508_kdrglia-ID-2
522,113446_kdr-ID-1,K,1,113446_kdr-ID-1
523,113446_kir-ID-1,K,1,113446_kir-ID-1
534,113446_ka-ID-1,K,1,113446_ka-ID-1
551,127995_kdrmt-ID-1,K,4,127995_kdrmt-ID-1;144570_kdrmt-ID-1;151681_kdrmt-ID-1;168591_kdrmt-ID-1
553,127995_kamt-ID-1,K,4,127995_kamt-ID-1;144570_kamt-ID-1;151681_kamt-ID-1;168591_kamt-ID-1
594,20007_KdBG-ID-1,K,1,20007_KdBG-ID-1
596,20007_KmM95-ID-1,K,1,20007_KmM95-ID-1
600,20007_KdrM99SL-ID-1,K,1,20007_KdrM99SL-ID-1
603,20007_KaDM99SL-ID-1,K,1,20007_KaDM99SL-ID-1
605,20007_KaPM99SL-ID-1,K,1,20007_KaPM99SL-ID-1
626,136309_kdr_Traub-ID-1,K,1,136309_kdr_Traub-ID-1
627,136309_kdr_Jonas-ID-1,K,1,136309_kdr_Jonas-ID-1
630,136309_kdr_Yu-ID-1,K,1,136309_kdr_Yu-ID-1
635,18198_HH2-ID-1,K,6,18198_HH2-ID-1;3343_HH2-ID-1;19176_HH2-ID-1;140828_HH2-ID-1;234233_HH2-ID-1;225075_HH2-ID-1
638,169457_SKv3_1-ID-1,K,9,169457_SKv3_1-ID-1;187615_SKv3_1-ID-1;237469_SKv3_1-ID-1;187474_SKv3_1-ID-1;187474_SKv3_1-ID-3;237469_SKv3_1-ID-2;187474_SKv3_1-ID-2;249463_SKv3_1-ID-1;267293_SKv3_1-ID-1
645,169457_K_Tst-ID-1,K,9,169457_K_Tst-ID-1;187615_K_Tst-ID-1;187474_K_Tst-ID-3;187474_K_Tst-ID-1;187474_K_Tst-ID-2;237469_K_Tst-ID-1;237469_K_Tst-ID-2;249463_K_Tst-ID-1;267293_K_Tst-ID-1
646,169457_Im-ID-1,K,9,169457_Im-ID-1;187615_Im-ID-1;187474_Im-ID-2;187474_Im-ID-3;237469_Im-ID-1;237469_Im-ID-2;187474_Im-ID-1;249463_Im-ID-1;267293_Im-ID-1
649,169457_K_Pst-ID-1,K,9,169457_K_Pst-ID-1;187615_K_Pst-ID-1;187474_K_Pst-ID-1;187474_K_Pst-ID-3;237469_K_Pst-ID-2;237469_K_Pst-ID-1;187474_K_Pst-ID-2;249463_K_Pst-ID-1;267293_K_Pst-ID-1
674,114637_iap-ID-1,K,1,114637_iap-ID-1
682,144523_fKdr-ID-1,K,4,144523_fKdr-ID-1;150024_fKdr-ID-1;185513_fKdr-ID-1;267189_fKdr-ID-1
687,144523_sKdr-ID-1,K,4,144523_sKdr-ID-1;150024_sKdr-ID-1;185513_sKdr-ID-1;267189_sKdr-ID-1
691,3507_fh-ID-1,K,3,3507_fh-ID-1;3798_fh-ID-1;239006_fh-ID-1
692,101629_km-ID-1,K,5,101629_km-ID-1;137259_km-ID-1;223649_km-ID-1;229750_km-ID-1;228599_km-ID-1
695,101629_kaprox-ID-1,K,4,101629_kaprox-ID-1;137259_kaprox-ID-1;223649_kaprox-ID-3;229750_kaprox-ID-1
696,101629_kdrca1-ID-1,K,5,101629_kdrca1-ID-1;137259_kdrca1-ID-1;181967_kdrca1-ID-1;223649_kdrca1-ID-3;229750_kdrca1-ID-1
699,17664_KM-ID-1,K,2,17664_KM-ID-1;149000_KM-ID-1
701,17664_Kh-ID-1,K,2,17664_Kh-ID-1;149000_Kh-ID-1
707,17664_Kdr-ID-1,K,2,17664_Kdr-ID-1;149000_Kdr-ID-1
714,17664_Khh-ID-1,K,2,17664_Khh-ID-1;149000_Khh-ID-1
715,17664_KD-ID-1,K,2,17664_KD-ID-1;149000_KD-ID-1
717,17664_KA-ID-1,K,4,17664_KA-ID-1;149000_KA-ID-1;155735_KA-ID-1;206364_KA-ID-1
720,112834_kir-ID-1,K,6,112834_kir-ID-1;140828_kir-ID-1;150284_kir-ID-1;236310_kir-ID-2;236310_kir-ID-1;225075_kir-ID-1
738,7907_km-ID-1,K,2,7907_km-ID-1;7907_km-ID-2
750,7907_kaprox-ID-2,K,9,7907_kaprox-ID-2;22203_kaprox-ID-1;22203_kaprox-ID-2;83344_kaprox-ID-1;108459_kaprox-ID-1;138321_kaprox-ID-1;266844_kaprox-ID-1;266844_kaprox-ID-2;266844_kaprox-ID-3
752,7907_kadist-ID-2,K,3,7907_kadist-ID-2;22203_kadist-ID-2;22203_kadist-ID-1
761,119266_km-ID-1,K,1,119266_km-ID-1
763,119266_KdBG-ID-1,K,2,119266_KdBG-ID-1;144450_KdBG-ID-1
767,119266_hha2-ID-1,K,1,119266_hha2-ID-1
768,119266_hha_old-ID-1,K,1,119266_hha_old-ID-1
771,119266_kaprox-ID-1,K,1,119266_kaprox-ID-1
775,119266_kadist-ID-1,K,1,119266_kadist-ID-1
778,28316_IA-ID-1,K,5,28316_IA-ID-1;123815_IA-ID-1;151126_IA-ID-1;181967_IA-ID-1;256388_IA-ID-1
779,28316_Kaxon-ID-1,K,1,28316_Kaxon-ID-1
782,28316_Kdend-ID-1,K,1,28316_Kdend-ID-1
784,28316_Ksoma-ID-1,K,1,28316_Ksoma-ID-1
790,149100_SKv3_1-ID-1,K,77,149100_SKv3_1-ID-1;156780_SKv3_1-ID-1;180373_SKv3_1-ID-2;180373_SKv3_1-ID-1;225311_SKv3_1-ID-1;229276_SKv3_1-ID-1;231427_SKv3_1-ID-1;224923_SKv3_1-ID-1;230326_SKv3_1-ID-1;241165_SKv3_1-ID-16;241165_SKv3_1-ID-26;241165_SKv3_1-ID-10;241165_SKv3_1-ID-9;241165_SKv3_1-ID-22;241165_SKv3_1-ID-12;241165_SKv3_1-ID-17;241165_SKv3_1-ID-8;241165_SKv3_1-ID-24;241165_SKv3_1-ID-15;241165_SKv3_1-ID-11;241165_SKv3_1-ID-13;241165_SKv3_1-ID-18;241165_SKv3_1-ID-14;241165_SKv3_1-ID-25;241165_SKv3_1-ID-4;241165_SKv3_1-ID-3;241165_SKv3_1-ID-23;241165_SKv3_1-ID-6;241165_SKv3_1-ID-2;241165_SKv3_1-ID-19;241165_SKv3_1-ID-21;241165_SKv3_1-ID-5;241165_SKv3_1-ID-20;241165_SKv3_1-ID-7;241165_SKv3_1-ID-1;251493_SKv3_1-ID-1;264834_SKv3_1-ID-1;260971_SKv3_1-ID-3;260971_SKv3_1-ID-1;260971_SKv3_1-ID-5;239145_SKv3_1-ID-1;260971_SKv3_1-ID-2;261460_SKv3_1-ID-1;260971_SKv3_1-ID-4;260971_SKv3_1-ID-6;267067_SKv3_1-ID-2;267067_SKv3_1-ID-1;266851_SKv3_1-ID-1;267691_SKv3_1-ID-11;267691_SKv3_1-ID-1;267691_SKv3_1-ID-7;267691_SKv3_1-ID-17;267691_SKv3_1-ID-21;267691_SKv3_1-ID-24;267691_SKv3_1-ID-5;267384_SKv3_1-ID-1;267691_SKv3_1-ID-23;267691_SKv3_1-ID-8;267691_SKv3_1-ID-3;267691_SKv3_1-ID-10;267691_SKv3_1-ID-12;267691_SKv3_1-ID-2;267691_SKv3_1-ID-6;267691_SKv3_1-ID-4;267691_SKv3_1-ID-18;267691_SKv3_1-ID-15;267691_SKv3_1-ID-22;267691_SKv3_1-ID-25;267691_SKv3_1-ID-14;267691_SKv3_1-ID-19;267691_SKv3_1-ID-16;267691_SKv3_1-ID-20;267691_SKv3_1-ID-26;267691_SKv3_1-ID-13;267691_SKv3_1-ID-9;249705_SKv3_1-ID-1;267511_SKv3_1-ID-1
